1	скажите	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	root	_	@vvp1934m-words#@vvp1934m#1.725#2.242
839	похудеть	похудеть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	advcl	_	@iavu1948f-words#@iavu1948f#353.274#353.588
840	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#353.588#353.902
841	понимаете	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	parataxis	_	@iavu1948f-words#@iavu1948f#353.902#354.216
842	но	но	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#354.216#354.53
843	это	это	PART	_	_	_	nsubj	_	@iavu1948f-words#@iavu1948f#354.53#354.844
844	тоже	тоже	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#354.844#355.158
845	запрещенный	запретить	VERB	_	Animacy=Inan|Aspect=Perf|Case=Acc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	amod	_	@iavu1948f-words#@iavu1948f#355.158#355.472
846	препарат	препарат	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	conj	_	@iavu1948f-words#@iavu1948f#355.472#355.796
847	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#356.409#356.721
848	поэтому	поэтому	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#356.721#357.033
849	тут	тут	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#357.033#357.345
850	тянется	тянуться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	conj	_	@iavu1948f-words#@iavu1948f#357.345#357.657
851	одно	один	DET	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	advmod	_	@iavu1948f-words#@iavu1948f#357.657#357.969
852	за	за	ADP	_	_	_	fixed	_	@iavu1948f-words#@iavu1948f#357.969#358.281
853	другим	другой	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	fixed	_	@iavu1948f-words#@iavu1948f#358.281#358.593
854	одно	один	DET	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#358.593#358.905
855	за	за	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#358.905#359.217
856	другим	другой	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	obl	_	@iavu1948f-words#@iavu1948f#359.217#359.529
857	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#359.529#359.841
858	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#359.841#360.153
859	вот	вот	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#360.153#360.465
860	пожалуйста	пожалуйста	INTJ	_	_	_	parataxis	_	@iavu1948f-words#@iavu1948f#360.465#360.777
861	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#360.777#361.089
862	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#361.089#361.401
863	все	весь	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	det	_	@iavu1948f-words#@iavu1948f#361.401#361.713
864	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#361.713#362.025
865	выливается	выливаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	conj	_	@iavu1948f-words#@iavu1948f#362.025#362.337
866	в	в	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#362.337#362.649
867	пропаганду	пропаганда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	obl	_	@iavu1948f-words#@iavu1948f#362.649#362.961
868	и…	и	CCONJ	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#362.961#363.273
869	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#363.273#363.585
870	на	на	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#363.585#363.897
871	которую	который	DET	_	Case=Acc	_	obl	_	@iavu1948f-words#@iavu1948f#363.897#364.209
872	тратятся	тратитьcz	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	acl:relcl	_	@iavu1948f-words#@iavu1948f#364.209#364.521
873	колоссальные	колоссальный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	amod	_	@iavu1948f-words#@iavu1948f#364.521#364.833
874	деньги	деньги	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	nsubj:pass	_	@iavu1948f-words#@iavu1948f#364.833#365.145
875	как	как	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#365.145#365.457
876	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	nsubj	_	@iavu1948f-words#@iavu1948f#365.457#365.769
877	знаете	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	parataxis	_	@iavu1948f-words#@iavu1948f#365.769#366.097
